user_id,gender,age,os,portfolio_type,annual_income,initial_date,initial_amount,add_amount,prior_investment,etf_knowledge,occupation,total_asset_amount,target_period,investment_priority,patience_to_loss_percentage,investment_amount,add_count,total_amount,target_count
BE20180823611140,male,48,iOS,investing,100000000,2018.8.23,20000000,20000000,4,1,1,4,1,3,3,20000000,2,40000000,1
BE20180823025396,male,27,Android,investing,35000000,2019.6.22,0,0,1,1,1,1,2,3,3,,0,0,0
BE20180823316539,male,38,Android,investing,10000000,,0,0,1,1,4,3,1,1,1,5000000,0,0,0
BE20180823277482,male,32,Android,investing,40000000,2018.8.24,5000000,5000000,4,1,1,3,3,1,1,5000000,3,10000000,1
BE20180824572832,male,51,iOS,investing,150000000,2019.10.28,10000000,0,2,1,1,3,2,5,5,10000000,0,10000000,0
BE20180824418173,female,30,Android,investing,83000000,2018.8.28,3000000,0,1,1,1,5,3,5,5,3000000,0,5000000,0
BE20180824024159,male,46,Android,investing,75000000,2019.8.1,3000000,2178400,1,1,1,3,1,2,2,3000000,3,5178400,1
BE20180824961598,female,40,Android,investing,30000000,2018.8.25,5000000,600000,2,1,1,4,1,3,3,10000000,3,8600000,1
BE20180825967534,male,39,Android,investing,100000000,2019.8.23,3000000,7000000,2,1,1,5,1,3,3,10000000,1,10000000,1
BE20180825877389,female,47,iOS,investing,50000000,2019.12.14,10000000,0,2,1,1,4,1,1,1,3000000,0,10000000,0
BE20180825439547,male,46,iOS,multi,172500000,2019.3.16,15000000,10000000,2,1,1,4,1,4,4,5000000,1,25000000,1
BE20180825611771,male,45,Android,investing,120000000,2018.8.25,5000000,0,1,1,1,5,1,2,2,5000000,0,5000000,0
BE20180825467112,male,46,Android,investing,50000000,2018.9.18,10000000,10000000,2,1,3,4,3,5,5,10000000,1,20000000,1
BE20180825909166,female,29,Android,investing,42000000,2018.8.27,10000000,0,1,1,1,2,1,2,2,5000000,0,10000000,0
BE20180825295861,male,38,Android,multi,36000000,2018.8.25,7000000,4600000,2,1,1,2,3,3,3,2000000,19,11600000,1
BE20180825348816,male,33,iOS,investing,40000000,2018.8.25,0,0,1,1,1,3,2,3,3,5000000,0,0,0
BE20180825616586,male,41,iOS,investing,80000000,2018.8.25,5000000,0,1,1,1,5,2,3,3,5000000,0,5000000,0
BE20180825618054,male,60,Android,investing,75000000,2018.9.25,5000000,0,1,1,1,3,3,3,3,10000000,0,5000000,0
BE20180825078812,male,49,Android,investing,100000000,2018.8.29,5000000,5000000,1,1,1,5,3,1,1,10000000,3,10000000,1
BE20180825462082,male,29,iOS,investing,25000000,2018.8.25,5000000,0,1,1,1,3,1,2,2,5000000,0,5450000,0
BE20180825589630,male,35,Android,investing,172500000,2019.4.20,3000000,200000,1,1,1,4,3,2,2,3000000,1,3200000,1
BE20180825153918,male,29,Android,investing,80000000,2018.8.31,5000000,500000,2,1,1,4,3,4,4,5000000,1,5500000,1
BE20180825334450,male,29,Android,investing,18000000,2018.8.27,6000000,0,1,1,4,1,1,2,2,6000000,0,6000000,0
BE20180826954547,male,29,Android,investing,75000000,2019.5.13,5000000,0,2,1,1,4,1,2,2,20000000,0,5000000,0
BE20180826041200,male,36,Android,investing,70000000,2018.8.26,5000000,0,1,1,1,5,3,2,2,5000000,0,5000000,0
BE20180826936124,male,36,iOS,investing,30000000,2018.11.6,5000000,10000000,1,1,1,3,1,2,2,10000000,2,15000000,1
BE20180826789425,female,40,Android,investing,10000000,2018.9.27,5000000,5450000,1,1,2,2,1,2,2,10000000,2,10450000,1
BE20180826170794,male,38,iOS,investing,64000000,2018.9.3,11582611,0,2,1,1,5,2,2,2,6539760,0,11582611,0
BE20180826703223,male,33,iOS,investing,50000000,2018.8.30,5000000,20200000,4,1,1,3,1,2,2,5000000,6,25200000,1
BE20180826493557,male,45,Android,investing,50000000,2018.8.26,5000000,5000000,2,1,1,2,1,1,1,5000000,1,10000000,1
BE20180826651679,male,39,iOS,investing,46000000,2018.9.27,3000000,0,1,1,1,4,1,2,2,3000000,0,3000000,0
BE20180826431724,male,39,Android,multi,28000000,2018.11.28,12000000,24300000,1,1,1,1,1,5,5,3000000,12,36300000,1
BE20180826677309,male,34,iOS,investing,32000000,2019.2.7,6000000,0,1,1,1,1,2,4,4,6000000,0,6000000,0
BE20180827778113,male,40,Android,investing,120000000,2018.8.27,10000000,0,2,1,1,4,1,1,1,10000000,0,10000000,0
BE20180827970916,male,32,Android,investing,25000000,2018.10.25,5000000,0,1,1,1,1,2,3,3,1.00E+07,0,5000000,0
BE20180827881131,male,27,iOS,investing,35000000,2019.2.7,5000000,5000000,2,1,4,2,1,2,2,5000000,1,10000000,1
BE20180827657934,male,51,Android,investing,30000000,2018.8.27,5000000,2500000,1,1,3,2,2,3,3,10000000,1,7500000,1
BE20180827716515,female,32,iOS,investing,30000000,2018.11.28,5000000,0,1,1,4,2,2,3,3,5000000,0,5000000,0
BE20180827603853,female,42,Android,investing,40000000,2018.8.27,5000000,0,1,1,2,2,1,1,1,10000000,0,9500000,0
BE20180827801877,male,41,iOS,investing,50000000,2018.8.31,5000000,10000000,1,1,1,5,3,3,3,3000000,2,15000000,1
BE20180827764782,male,34,Android,investing,75000000,2019.11.24,5000000,0,2,1,2,2,2,3,3,5000000,0,5000000,0
BE20180827644011,male,29,Android,investing,35000000,2020.1.13,3000000,0,1,1,2,1,1,2,2,3000000,0,3000000,0
BE20180827290403,male,33,iOS,investing,75000000,2019.9.5,3000000,7260000,1,1,1,1,3,5,5,5000000,2,10260000,1
BE20180827734318,male,50,iOS,investing,70000000,2019.9.25,5000000,0,1,1,1,2,3,3,3,5000000,0,5000000,0
BE20180827671223,male,41,Android,investing,50000000,2019.4.16,5000000,0,1,1,3,2,1,5,5,5000000,0,5000000,0
BE20180827525329,male,52,Android,investing,90000000,2018.8.28,20000000,15500000,1,1,1,5,3,3,3,10000000,6,35500000,1
BE20180827527244,male,32,Android,investing,1000000,2018.9.19,5000000,0,1,1,5,2,1,1,1,5000000,0,5000000,0
BE20180827861357,male,41,Android,investing,172500000,2019.5.22,10000000,17000000,2,1,1,3,3,5,5,10000000,6,27000000,1
BE20180828608836,female,30,Android,multi,30000000,2019.6.8,6000000,200000,2,1,1,1,1,3,3,3000000,1,6200000,1
BE20180828467609,female,37,iOS,investing,50000000,2018.9.12,0,0,2,1,2,4,3,5,5,3000000,0,0,0
BE20180828390811,male,33,Android,investing,75000000,2019.2.11,4500000,0,2,1,1,1,3,5,5,4500000,0,4500000,0
BE20180828803840,male,30,Android,investing,172500000,2019.5.30,10000000,0,1,1,3,5,2,1,1,10000000,0,10000000,0
BE20180828382671,male,32,iOS,investing,53000000,2018.8.29,5000000,0,1,1,1,4,2,5,5,5000000,0,5000000,0
BE20180828764790,female,27,Android,investing,27000000,2018.8.28,5000000,11000000,1,1,1,2,2,3,3,5000000,5,16000000,1
BE20180828678855,male,45,iOS,investing,75000000,2018.9.16,5000000,8000000,2,1,1,5,1,2,2,5000000,2,13000000,1
BE20180828174412,male,30,Android,investing,60000000,2018.8.28,20000000,0,2,1,1,2,1,2,2,5000000,0,39344334,0
BE20180829266968,male,41,iOS,investing,180000000,2018.11.17,5000000,17000000,2,1,1,5,1,2,2,10000000,5,22000000,1
BE20180829800004,male,42,iOS,investing,50000000,2018.9.3,20000000,40230000,2,1,1,5,3,5,5,30000000,26,60230000,1
BE20180829635408,male,50,iOS,investing,95000000,2018.8.29,5000000,0,1,1,1,5,1,2,2,5000000,0,5000000,0
BE20180829198110,male,31,Android,investing,60000000,2018.9.24,5000000,55000000,2,1,1,2,2,3,3,5000000,38,60000000,1
BE20180829290969,male,43,Android,investing,75000000,2019.4.2,40000000,0,4,1,3,5,1,1,1,10000000,0,40000000,0
BE20180829492532,female,36,Android,investing,30000000,2018.8.29,5000000,0,2,1,1,3,1,3,3,1000000,0,5000000,0
BE20180829316523,male,30,Android,multi,40000000,2018.8.29,18000000,5000000,2,1,1,2,2,5,5,3000000,2,23000000,1
BE20180829101181,male,31,iOS,investing,50000000,2018.10.4,5000000,15000000,1,1,3,3,1,1,1,5000000,2,40000000,1
BE20180829092584,male,39,Android,investing,50000000,2018.9.10,5000000,0,1,1,1,1,1,1,1,10000000,0,5000000,0
BE20180829557106,male,33,iOS,investing,70000000,2019.2.22,5000000,10000000,4,1,1,1,1,5,5,5000000,3,15000000,1
BE20180829691391,male,31,iOS,investing,38000000,2018.9.21,3000000,0,1,1,1,1,2,5,5,5000000,0,3000000,0
BE20180829272242,male,30,Android,investing,45000000,2018.8.29,5000000,8000000,1,1,1,2,2,3,3,5000000,3,16000000,1
BE20180829627167,female,36,iOS,investing,34000000,2018.8.29,35000000,0,2,1,1,3,3,5,5,35000000,0,35000000,0
BE20180829961483,female,32,iOS,investing,23000000,2018.8.29,5000000,0,1,1,1,2,1,2,2,5000000,0,5000000,0
BE20180830778269,male,34,iOS,investing,60000000,2018.8.30,10000000,5000000,2,1,1,4,1,2,2,10000000,1,15000000,1
BE20180830998364,female,28,iOS,investing,35000000,2019.5.9,7650000,0,1,1,1,1,2,1,1,7650000,0,7650000,0
BE20180830572574,male,27,Android,investing,40000000,2019.7.8,6000000,0,1,1,1,1,2,3,3,6000000,0,6000000,0
BE20180830863317,male,32,Android,investing,250000000,2019.6.24,3000000,510000,4,1,1,5,3,5,5,5000000,2,6710000,1
BE20180830040059,male,41,iOS,investing,80000000,2018.9.19,0,0,2,1,1,4,2,2,2,5000000,0,0,0
BE20180830054975,male,52,Android,investing,45000000,2018.8.31,5000000,0,1,1,1,1,1,1,1,5000000,0,5000000,0
BE20180830682227,male,29,Android,investing,35000000,2019.3.14,7600000,0,1,1,1,2,2,2,2,7600000,0,7600000,0
BE20180830897362,male,32,Android,investing,172500000,2019.12.3,5000000,0,4,1,1,4,2,4,4,5000000,0,5000000,0
BE20180830809574,male,29,Android,investing,32000000,2018.9.1,5000000,2000000,1,1,1,1,1,1,1,5000000,4,7000000,1
BE20180830031641,male,34,Android,investing,36000000,2018.10.2,3000000,0,1,1,1,3,1,1,1,5000000,0,3000000,0
BE20180830558081,male,31,Android,investing,42000000,2019.2.27,10000000,11600000,2,1,1,1,2,3,3,5000000,4,21600000,1
BE20180830310449,female,49,Android,investing,200000000,2018.8.30,20000000,0,1,1,1,5,2,3,3,20000000,0,20000000,0
BE20180831187965,male,41,iOS,investing,90000000,2019.1.2,10000000,12000000,1,1,1,4,1,5,5,10000000,8,22000000,1
BE20180831674906,female,56,Android,investing,7000000,2018.8.31,5000000,0,2,1,3,5,2,3,3,5000000,0,5000000,0
BE20180831114235,female,37,iOS,investing,3000000,2018.8.31,5000000,10000000,1,1,1,1,3,1,1,5000000,1,15000000,1
BE20180831666156,male,34,iOS,investing,60000000,2019.3.15,3000000,2500000,2,1,1,3,3,5,5,3000000,1,5500000,1
BE20180831744623,male,43,Android,investing,80000000,2018.9.2,3000000,1000000,2,1,1,5,3,1,1,3000000,1,9925849.04,1
BE20180831546745,female,51,Android,investing,70000000,2019.5.11,3000000,0,1,1,1,4,2,3,3,10000000,0,3000000,0
BE20180831916978,male,51,Android,investing,300000000,2018.8.31,60000000,14800000,2,1,1,4,3,3,3,50000000,9,74800000,1
BE20180831528964,male,35,iOS,investing,40000000,2018.8.31,5000000,0,1,1,2,1,1,3,3,5000000,0,10000000,0
BE20180831713193,male,34,Android,investing,72000000,2018.9.3,10000000,3000000,1,1,3,1,3,3,3,5000000,1,13000000,1
BE20180831748872,male,46,Android,investing,80000000,2018.12.8,10000000,20000000,2,1,1,4,1,2,2,10000000,1,30000000,1
BE20180831423676,male,29,Android,investing,35000000,2019.12.31,3000000,0,1,1,1,2,1,3,3,5000000,0,3000000,0
BE20180831638233,female,34,Android,investing,40000000,2018.8.31,5000000,6000000,1,1,1,2,1,3,3,5000000,3,11000000,1
BE20180901505079,male,34,Android,investing,60000000,2018.12.6,0,0,1,1,1,4,1,3,3,5000000,0,0,0
BE20180901346273,male,40,Android,investing,100000000,2018.9.1,10000000,0,2,1,1,5,1,2,2,10000000,0,10000000,0
BE20180901718892,male,31,Android,investing,40000000,2019.1.26,4000000,0,1,1,1,2,1,2,2,4000000,0,4000000,0
BE20180901757412,male,67,Android,investing,100000000,2019.1.10,5000000,5000000,4,1,1,5,1,5,5,5000000,1,10000000,1
BE20180901499158,male,43,iOS,investing,150000000,2018.9.1,20000000,0,4,1,1,5,1,5,5,20000000,0,20000000,0
BE20180901223828,male,35,Android,investing,30000000,2019.2.15,3000000,0,2,1,1,5,1,3,3,3000000,0,3000000,0
BE20180901735090,female,26,iOS,investing,39000000,2018.9.1,5000000,0,1,1,1,2,3,3,3,5000000,0,14840000,0
BE20180902988905,male,44,iOS,investing,25000000,2018.9.2,5000000,1500000,4,1,1,3,1,2,2,3000000,6,9500000,1
BE20180902673570,male,44,Android,investing,172500000,2019.3.22,10000000,80000000,4,1,3,5,2,3,3,100000000,8,90000000,1
BE20180902817320,male,30,Android,investing,33500000,2019.11.4,3000000,0,1,1,1,1,1,3,3,3000000,0,3000000,0
BE20180902255262,male,44,Android,investing,7500000,2018.9.7,5000000,0,2,1,3,1,1,5,5,,0,5000000,0
BE20180902378158,male,34,Android,investing,70000000,2018.9.6,10000000,0,4,1,1,5,3,5,5,10000000,0,10000000,0
BE20180903279123,male,31,iOS,investing,35000000,2018.9.3,0,0,1,1,1,2,1,3,3,5000000,0,0,0
BE20180903341523,female,41,Android,investing,75000000,2018.9.3,10670000,0,2,1,1,3,1,1,1,50000000,0,10670000,0
BE20180903075430,male,31,iOS,investing,60000000,2018.9.3,5000000,0,2,1,1,2,2,3,3,5000000,0,5000000,0
BE20180904628774,female,33,Android,investing,43000000,2018.10.16,3000000,8500000,2,1,1,5,1,5,5,5000000,1,11500000,1
BE20180904312971,male,27,iOS,investing,40000000,2020.1.9,7000000,0,2,1,4,1,2,3,3,5000000,0,7000000,0
BE20180904774126,female,39,Android,investing,20000000,2018.9.4,5000000,0,1,1,5,4,2,1,1,5000000,0,5000000,0
BE20180904792339,male,39,iOS,investing,100000000,2018.9.4,10000000,30000000,2,1,1,5,2,1,1,20000000,3,40000000,1
BE20180904269847,male,33,Android,investing,45000000,2019.10.31,10000000,0,1,1,1,1,1,1,1,10000000,0,10000000,0
BE20180904502054,male,55,Android,multi,80000000,2019.7.10,20000000,1000000,2,1,1,5,2,1,1,10000000,1,21000000,1
BE20180906955435,male,27,iOS,investing,6000000,2018.9.6,5000000,0,1,1,4,1,2,3,3,5000000,0,5000000,0
BE20180906134039,female,31,iOS,investing,75000000,2019.3.25,3000000,3000000,2,1,1,2,3,3,3,3000000,2,6000000,1
BE20180906671879,male,31,Android,investing,41000000,2018.9.13,5000000,1800000,2,1,1,2,2,2,2,5000000,7,6800000,1
BE20180906539863,male,39,iOS,investing,80000000,2018.12.2,5000000,5000000,1,1,1,2,1,3,3,5000000,1,10000000,1
BE20180906516323,male,32,iOS,investing,75000000,2019.2.2,5000000,0,2,1,2,2,1,1,1,5000000,0,5000000,0
BE20180907256982,female,45,Android,investing,100000000,2019.10.24,3000000,0,1,1,1,5,1,5,5,3000000,0,3000000,0
BE20180907963861,male,30,Android,investing,50000000,2018.9.7,5000000,0,1,1,1,2,1,2,2,5000000,0,5000000,0
BE20180907179832,female,27,iOS,investing,20000000,2019.3.29,0,0,1,1,5,1,1,1,1,5000000,0,0,0
BE20180907156844,male,29,Android,investing,24000000,2019.4.16,3000000,0,1,1,1,3,1,3,3,3000000,0,3000000,0
BE20180907014196,male,32,iOS,investing,2500000,2019.1.25,3000000,6500000,3,1,1,3,3,2,2,5000000,2,9500000,1
BE20180907080080,male,34,iOS,investing,40000000,2018.9.7,3000000,0,1,1,1,3,1,2,2,10000000,0,3000000,0
BE20180908632694,male,29,iOS,multi,65000000,2018.11.19,6000000,42630756,4,1,1,5,3,5,5,1000000,36,48630756,1
BE20180908639735,male,35,Android,investing,1.30E+12,2019.1.27,3000000,0,4,1,1,5,2,5,5,3000000,0,3000000,0
BE20180908782599,male,32,iOS,investing,50000000,2019.11.4,3000000,1000000,1,1,1,4,1,2,2,5000000,2,4000000,1
BE20180908713459,male,54,iOS,multi,150000000,2018.9.10,20000000,300000,3,1,3,5,1,2,2,10000000,1,20300000,1
BE20180908306555,male,35,Android,investing,60000000,2018.9.11,5000000,200000,1,1,1,4,2,5,5,10000000,1,5200000,1
BE20180908531444,male,30,Android,investing,50000000,2019.7.13,3000000,5000000,1,1,1,1,1,3,3,5000000,3,10000000,1
BE20180909880306,male,45,iOS,multi,300000000,2019.5.25,4000000,11500000,1,1,3,5,3,1,1,1000000,5,15500000,1
BE20180909684318,male,39,iOS,multi,85000000,2019.5.20,8000000,500000,2,1,1,1,1,2,2,3000000,2,8500000,1
BE20180909661644,male,30,Android,investing,30000000,2019.1.12,5000000,1000000,1,1,2,1,2,2,2,5000000,1,6000000,1
BE20180909163767,male,37,iOS,investing,50000000,2018.9.9,5000000,4190000,1,1,1,2,1,2,2,10000000,5,9190000,1
BE20180909178984,male,28,iOS,investing,20000000,2018.9.9,5000000,0,1,1,5,1,1,5,5,5000000,0,6000000,0
BE20180909907152,male,33,iOS,investing,70000000,2018.9.9,5000000,6500000,2,1,1,3,2,2,2,5000000,2,11500000,1
BE20180910090967,male,27,Android,investing,35000000,2019.8.26,3000000,0,2,1,1,1,1,1,1,3000000,0,3000000,0
BE20180911245842,male,48,Android,investing,70000000,2020.1.1,3000000,0,2,1,1,5,1,1,1,10000000,0,3000000,0
BE20180911317963,male,28,Android,investing,25000000,2018.10.27,5000000,0,1,1,1,1,1,1,1,5000000,0,5000000,0
BE20180911437760,female,31,iOS,investing,38000000,2019.2.4,3000000,0,1,1,1,1,1,2,2,3000000,0,3000000,0
BE20180911074718,male,29,iOS,investing,35000000,2018.9.11,5000000,5500000,1,1,1,2,3,1,1,5000000,2,10500000,1
BE20180911722647,male,32,Android,investing,36000000,2019.9.16,6000000,0,2,1,1,5,2,3,3,6000000,0,6000000,0
BE20180911515786,male,34,Android,investing,40000000,2018.9.13,5000000,1000000,2,1,1,4,2,2,2,5000000,2,6000000,1
BE20180911850043,male,27,Android,investing,30000000,2018.9.11,3000000,3000000,2,1,1,2,1,1,1,5000000,1,6000000,1
BE20180912899411,female,29,iOS,investing,12000000,2018.9.27,5000000,0,1,1,5,1,2,2,2,5000000,0,5000000,0
BE20180912644589,male,40,iOS,investing,80000000,2018.9.12,5000000,15000000,2,1,1,5,3,1,1,5000000,3,20000000,1
BE20180912175936,male,38,iOS,investing,172500000,2019.5.14,3000000,1600000,2,1,1,2,1,2,2,10000000,2,4600000,1
BE20180912897062,male,34,iOS,investing,100000000,2018.9.12,5000000,0,1,1,1,5,3,4,4,5000000,0,5000000,0
BE20180912174741,male,42,iOS,investing,70000000,2018.11.26,7000000,3000000,2,1,1,2,3,5,5,7000000,1,10000000,1
BE20180913406315,male,31,Android,investing,35000000,2018.10.1,5000000,6000000,2,1,1,1,2,1,1,5000000,4,11000000,1
BE20180913375034,male,32,iOS,investing,43800000,2019.1.19,3000000,0,1,1,1,1,3,2,2,3000000,0,3000000,0
BE20180913883243,female,33,Android,investing,45200000,2019.2.14,3000000,2500000,1,1,1,1,1,1,1,5000000,2,5500000,1
BE20180913161447,male,33,Android,investing,40000000,2018.9.13,3000000,2500000,1,1,1,5,2,3,3,5000000,1,5500000,1
BE20180913084907,male,39,Android,multi,80000000,2018.10.31,8000000,0,1,1,1,1,1,1,1,3000000,0,8000000,0
BE20180913537936,male,29,Android,investing,2300000,2020.1.8,3000000,0,1,1,1,1,1,1,1,3000000,0,3000000,0
BE20180913873882,male,29,Android,investing,75000000,2019.1.31,10000000,0,1,1,1,3,2,2,2,5000000,0,10000000,0
BE20180913763544,female,44,iOS,investing,60000000,2018.10.9,5000000,15000000,1,1,2,5,1,3,3,5000000,3,20000000,1
BE20180913823359,male,32,Android,investing,24000000,2018.9.13,5000000,0,1,1,5,1,1,1,1,5000000,0,5000000,0
BE20180913828255,male,36,Android,investing,40000000,2019.1.20,3000000,0,2,1,1,2,1,5,5,3000000,0,3000000,0
BE20180913786670,male,37,iOS,investing,70000000,2019.1.11,5000000,0,1,1,1,3,2,2,2,5000000,0,5000000,0
BE20180914834291,male,28,iOS,investing,32000000,2018.9.14,10000000,0,1,1,1,3,2,2,2,10000000,0,10000000,0
BE20180914106153,male,38,iOS,investing,43000000,2018.9.14,5000000,0,1,1,1,2,3,3,3,5000000,0,5000000,0
BE20180915537073,male,31,Android,investing,35000000,2019.7.10,3000000,0,1,1,1,2,1,1,1,3000000,0,3000000,0
BE20180915738082,male,41,iOS,investing,300000000,2019.10.8,50000000,0,4,1,1,5,3,2,2,50000000,0,50000000,0
BE20180915812927,male,46,iOS,investing,70000000,2018.9.15,5000000,0,1,1,1,4,1,2,2,5000000,0,5000000,0
BE20180915336675,male,34,iOS,investing,35000000,2018.11.28,5000000,0,1,1,1,2,3,3,3,5000000,0,5000000,0
BE20180915220759,female,33,Android,investing,50000000,2019.3.20,200000,0,1,1,1,3,1,1,1,5070000,0,200000,0
BE20180916884029,male,29,Android,investing,35000000,2019.4.3,30000000,0,2,1,1,3,2,3,3,5000000,0,30000000,0
BE20180916440702,male,32,iOS,investing,60000000,2018.9.16,5000000,0,1,1,1,2,1,3,3,5000000,0,5000000,0
BE20180916743004,male,29,Android,investing,2500000,2018.9.29,0,0,1,1,1,1,2,3,3,5000000,0,0,0
BE20180916351187,male,34,Android,investing,32000000,2019.11.24,3000000,0,1,1,1,1,1,1,1,3000000,0,3000000,0
BE20180916134644,female,40,Android,investing,35000000,2019.3.11,5000000,5000000,2,1,1,2,1,2,2,10000000,1,10000000,1
BE20180916759410,female,33,Android,investing,30000000,2018.9.16,0,0,2,1,5,1,2,1,1,3000000,0,0,0
BE20180917039113,male,32,Android,investing,28000000,2018.10.2,5000000,0,1,1,1,1,1,1,1,5000000,0,5000000,0
BE20180917769101,male,29,iOS,investing,43000000,2019.11.1,3000000,10000000,2,1,1,3,1,3,3,5000000,1,13000000,1
BE20180917470868,male,34,Android,multi,52000000,2018.9.17,10000000,3600000,2,1,1,1,1,5,5,5000000,5,13600000,1
BE20180917551171,female,30,iOS,multi,7500000,2019.5.30,6000000,3500000,1,1,2,1,1,3,3,3000000,3,9500000,1
BE20180918405798,male,45,iOS,investing,90000000,2018.9.18,5000000,0,1,1,1,5,1,2,2,5000000,0,5000000,0
BE20180919046850,male,35,iOS,investing,30000000,2018.12.8,5000000,0,2,1,3,3,1,3,3,5000000,0,5000000,0
BE20180919962117,male,35,Android,investing,40000000,2018.9.19,5000000,5000000,4,1,1,3,3,5,5,10000000,1,10000000,1
BE20180919913387,female,37,iOS,investing,70000000,2018.9.28,5000000,0,2,1,1,3,2,1,1,5000000,0,5000000,0
BE20180919193005,male,30,Android,investing,45000000,2019.10.1,3000000,0,2,1,1,3,1,1,1,5000000,0,3000000,0
BE20180919728489,male,32,Android,investing,40000000,2019.8.2,3000000,10000000,1,1,1,3,1,2,2,5000000,1,13000000,1
BE20180919802360,female,25,Android,investing,5000000,2018.11.7,4000000,2490000,1,1,4,1,2,2,2,5000000,2,6490000,1
BE20180920141336,male,44,Android,investing,120000000,2019.12.13,10000000,0,1,1,1,2,2,3,3,10000000,0,10000000,0
BE20180920954786,male,51,Android,investing,180000000,2018.9.26,8000000,34000000,1,1,1,5,1,3,3,8000000,1,86363013,1
BE20180920543748,male,29,Android,investing,30000000,2019.1.22,3000000,0,1,1,1,1,3,5,5,5000000,0,3000000,0
BE20180920477991,male,30,iOS,investing,45000000,2020.1.18,3000000,0,1,1,1,1,2,4,4,3000000,0,3000000,0
BE20180920798793,male,32,iOS,investing,35000000,2020.1.14,7000000,55440000,2,1,1,3,2,1,1,5000000,6,62440000,1
BE20180921854771,male,47,Android,investing,50000000,2018.9.21,10000000,0,2,1,1,3,1,3,3,10000000,0,10000000,0
BE20180921102600,female,34,Android,investing,27000000,2018.9.21,3000000,1200000,2,1,1,2,2,1,1,5000000,6,4200000,1
BE20180921571031,male,49,Android,investing,35000000,2019.4.15,10000000,10000000,1,1,1,3,2,3,3,10000000,1,20000000,1
BE20180921526712,male,37,iOS,investing,40000000,2018.9.21,5000000,7000000,1,1,1,2,2,2,2,10000000,6,12000000,1
BE20180921650462,male,23,iOS,investing,8000000,2019.1.9,5000000,500000,4,1,4,2,3,4,4,5000000,2,5500000,1
BE20180922294335,male,29,Android,investing,60000000,2018.11.2,3000000,3490000,2,1,1,3,1,3,3,5000000,7,6490000,1
BE20180922928749,male,60,iOS,investing,20000000,2018.9.22,20000000,10000000,1,1,1,2,1,2,2,10000000,1,30000000,1
BE20180922959564,male,40,Android,investing,7500000,2019.9.22,3000000,200000,1,1,1,1,1,1,1,3000000,1,3200000,1
BE20180922827686,male,34,Android,investing,47000000,2018.9.23,5000000,0,1,1,1,3,2,1,1,5000000,0,5000000,0
BE20180923025888,female,29,iOS,investing,3000000,2018.10.3,5000000,0,1,1,4,2,1,2,2,5000000,0,5500000,0
BE20180923448781,female,29,Android,investing,50000000,2018.9.23,5000000,0,1,1,2,1,1,3,3,5000000,0,5000000,0
BE20180923137586,male,30,Android,investing,40000000,2018.9.23,5000000,0,2,1,4,3,1,3,3,5000000,0,5000000,0
BE20180923466887,female,40,Android,investing,40000000,2018.9.24,5000000,0,4,1,3,3,1,3,3,5000000,0,5000000,0
BE20180924832377,female,29,Android,investing,40000000,2018.9.24,10000000,10000000,2,1,1,2,1,3,3,10000000,1,20000000,1
BE20180924500487,male,30,iOS,investing,40000000,2018.10.20,3000000,1100000,1,1,1,1,2,2,2,5000000,2,4100000,1
BE20180924343212,female,34,iOS,investing,35000000,2019.5.25,3000000,2500000,2,1,1,2,3,4,4,3000000,1,5500000,1
BE20180924530967,male,35,Android,investing,40000000,2018.9.25,5000000,0,1,1,1,2,1,3,3,5000000,0,5000000,0
BE20180924411856,male,31,Android,investing,35000000,2018.10.11,5000000,2500000,2,1,1,3,3,5,5,150000000,1,7500000,1
BE20180924834513,male,30,iOS,investing,38000000,2019.6.7,5000000,0,1,1,1,1,1,1,1,5000000,0,5000000,0
BE20180925319629,male,42,iOS,investing,45000000,2019.10.24,3000000,697586,1,1,1,1,2,1,1,10000000,3,3697586,1
BE20180925787528,male,42,Android,investing,20000000,2019.8.30,3000000,2500000,1,1,1,4,3,5,5,10000000,1,5500000,1
BE20180926649987,male,40,iOS,investing,70000000,2019.5.9,5000000,0,4,1,1,5,1,1,1,3000000,0,5000000,0
BE20180926790619,female,44,iOS,investing,50000000,2018.9.30,5000000,0,2,1,1,3,1,5,5,10000000,0,5000000,0
BE20180926833979,male,33,iOS,investing,92000000,2018.12.4,5000000,2600000,2,1,1,4,3,5,5,5000000,1,8710000,1
BE20180926610517,male,30,iOS,investing,48000000,2018.9.26,6000000,0,1,1,1,2,2,3,3,6000000,0,6000000,0
BE20180927193628,female,37,Android,multi,75000000,2019.2.14,8000000,0,1,1,5,3,1,2,2,5000000,0,8000000,0
BE20180927697778,female,49,iOS,investing,60000000,2018.9.27,5000000,9500000,1,1,2,3,1,1,1,10000000,7,14500000,1
BE20180927192187,male,40,Android,investing,45000000,2018.12.29,5000000,3000000,1,1,1,1,1,1,1,5000000,1,8000000,1
BE20180927504739,male,46,iOS,investing,70000000,2018.10.8,6000000,2500000,1,1,1,5,1,4,4,1000000,1,8500000,1
BE20180927876476,male,30,Android,investing,35000000,2018.10.23,5000000,0,1,1,1,1,1,2,2,5000000,0,10000000,0
BE20180927942680,male,38,Android,investing,120000000,2018.9.28,10000000,0,4,1,1,4,1,3,3,10000000,0,10000000,0
BE20180927908765,male,32,Android,saving,75000000,2018.9.27,15000000,0,2,1,1,4,1,2,2,5000000,0,15000000,0
